the, 86, 0.1, 0.0
line, 38, 0.04, 0.06
of, 35, 0.04, 0.0
to, 32, 0.04, 0.0
and, 22, 0.02, 0.0
kwan, 20, 0.02, 0.06
tseung, 19, 0.02, 0.06
is, 13, 0.01, 0.0
in, 12, 0.01, 0.0
station, 12, 0.01, 0.02
at, 11, 0.01, 0.0
was, 10, 0.01, 0.0
lohas, 9, 0.01, 0.03
from, 9, 0.01, 0.0
park, 9, 0.01, 0.02
on, 9, 0.01, 0.0
by, 8, 0.01, 0.0
a, 8, 0.01, 0.0
trains, 8, 0.01, 0.02
tong, 8, 0.01, 0.02
north, 8, 0.01, 0.01
new, 8, 0.01, 0.01
are, 7, 0.01, 0.01
town, 7, 0.01, 0.01
with, 7, 0.01, 0.0
kong, 6, 0.01, 0.03
stations, 6, 0.01, 0.02
hong, 6, 0.01, 0.03
lam, 6, 0.01, 0.02
be, 5, 0.01, 0.0
tin, 5, 0.01, 0.03
this, 5, 0.01, 0.01
mtr, 5, 0.01, 0.03
point, 5, 0.01, 0.02
east, 5, 0.01, 0.02
