the, 20, 0.1, 0.0
chen, 9, 0.05, 0.14
dynasty, 7, 0.04, 0.09
and, 7, 0.04, 0.0
was, 7, 0.04, 0.01
by, 6, 0.03, 0.01
in, 5, 0.03, 0.0
emperor, 5, 0.03, 0.06
northern, 5, 0.03, 0.06
to, 4, 0.02, 0.0
of, 4, 0.02, 0.0
southern, 3, 0.02, 0.04
sui, 3, 0.02, 0.05
destroyed, 3, 0.02, 0.05
qi, 2, 0.01, 0.03
state, 2, 0.01, 0.01
liang, 2, 0.01, 0.03
portion, 2, 0.01, 0.02
eventually, 2, 0.01, 0.03
weak, 2, 0.01, 0.02
after, 2, 0.01, 0.01
raids, 2, 0.01, 0.03
that, 2, 0.01, 0.0
only, 2, 0.01, 0.02
its, 2, 0.01, 0.01
zhou, 2, 0.01, 0.03
named, 1, 0.01, 0.01
held, 1, 0.01, 0.02
during, 1, 0.01, 0.01
gradually, 1, 0.01, 0.03
campaigns, 1, 0.01, 0.03
rulers, 1, 0.01, 0.03
cornered, 1, 0.01, 0.03
jiaozhi, 1, 0.01, 0.03
suiduring, 1, 0.01, 0.03
is, 1, 0.01, 0.0
it, 1, 0.01, 0.0
an, 1, 0.01, 0.0
as, 1, 0.01, 0.0
successor, 1, 0.01, 0.03
be, 1, 0.01, 0.0
south, 1, 0.01, 0.01
against, 1, 0.01, 0.02
successors, 1, 0.01, 0.03
predecessor, 1, 0.01, 0.03
indulgent, 1, 0.01, 0.03
wus, 1, 0.01, 0.03
known, 1, 0.01, 0.01
power, 1, 0.01, 0.02
devastated, 1, 0.01, 0.03
a, 1, 0.01, 0.0
wen, 1, 0.01, 0.02
founded, 1, 0.01, 0.02
solidified, 1, 0.01, 0.03
ended, 1, 0.01, 0.03
dynastyand, 1, 0.01, 0.03
fourth, 1, 0.01, 0.03
shubao, 1, 0.01, 0.03
perceiving, 1, 0.01, 0.03
small, 1, 0.01, 0.02
becoming, 1, 0.01, 0.03
had, 1, 0.01, 0.01
ruler, 1, 0.01, 0.03
chinese, 1, 0.01, 0.02
ruling, 1, 0.01, 0.03
roughly, 1, 0.01, 0.03
dynastythe, 1, 0.01, 0.03
last, 1, 0.01, 0.02
strengthened, 1, 0.01, 0.03
conquest, 1, 0.01, 0.03
worse, 1, 0.01, 0.03
rivals, 1, 0.01, 0.03
once, 1, 0.01, 0.03
were, 1, 0.01, 0.01
zhous, 1, 0.01, 0.03
final, 1, 0.01, 0.02
region, 1, 0.01, 0.02
resumed, 1, 0.01, 0.03
wars, 1, 0.01, 0.02
however, 1, 0.01, 0.02
historywhen, 1, 0.01, 0.03
incompetent, 1, 0.01, 0.03
capable, 1, 0.01, 0.03
house, 1, 0.01, 0.01
sdoc, 1, 0.01, 0.03
general, 1, 0.01, 0.01
exceedingly, 1, 0.01, 0.03
xuan, 1, 0.01, 0.03
possessing, 1, 0.01, 0.03
suppressed, 1, 0.01, 0.03
make, 1, 0.01, 0.02
early, 1, 0.01, 0.02
wu, 1, 0.01, 0.03
chams, 1, 0.01, 0.03
dynasties, 1, 0.01, 0.03
also, 1, 0.01, 0.01
equal, 1, 0.01, 0.02
with, 1, 0.01, 0.0
matters, 1, 0.01, 0.03
china, 1, 0.01, 0.02
shortlived, 1, 0.01, 0.03
various, 1, 0.01, 0.02
rebels, 1, 0.01, 0.03
yang, 1, 0.01, 0.03
doomed, 1, 0.01, 0.03
territory, 1, 0.01, 0.03
