the, 149, 0.08, 0.0
of, 80, 0.04, 0.0
and, 76, 0.04, 0.0
to, 59, 0.03, 0.0
in, 58, 0.03, 0.0
he, 35, 0.02, 0.01
his, 34, 0.02, 0.01
thunberg, 33, 0.02, 0.06
was, 25, 0.01, 0.0
on, 22, 0.01, 0.0
a, 21, 0.01, 0.0
as, 17, 0.01, 0.0
by, 16, 0.01, 0.0
for, 16, 0.01, 0.0
dutch, 15, 0.01, 0.02
japanese, 15, 0.01, 0.02
at, 14, 0.01, 0.0
had, 14, 0.01, 0.01
with, 12, 0.01, 0.0
who, 12, 0.01, 0.01
their, 12, 0.01, 0.01
knowledge, 11, 0.01, 0.02
which, 11, 0.01, 0.01
an, 10, 0.01, 0.0
japan, 10, 0.01, 0.02
plants, 10, 0.01, 0.03
