training, 11, 0.06, 0.13
the, 11, 0.06, 0.0
international, 10, 0.06, 0.11
sail, 10, 0.06, 0.13
in, 8, 0.05, 0.0
and, 8, 0.05, 0.0
is, 5, 0.03, 0.01
of, 5, 0.03, 0.0
to, 4, 0.02, 0.0
tall, 3, 0.02, 0.05
which, 3, 0.02, 0.01
sti, 3, 0.02, 0.04
ships, 3, 0.02, 0.03
races, 3, 0.02, 0.06
for, 3, 0.02, 0.0
a, 3, 0.02, 0.0
members, 2, 0.01, 0.02
its, 2, 0.01, 0.01
an, 2, 0.01, 0.0
race, 2, 0.01, 0.03
with, 2, 0.01, 0.0
fleet, 1, 0.01, 0.02
endorsement, 1, 0.01, 0.03
organised, 1, 0.01, 0.03
portsbesides, 1, 0.01, 0.03
ofin, 1, 0.01, 0.03
registered, 1, 0.01, 0.03
organisation, 1, 0.01, 0.02
main, 1, 0.01, 0.02
developed, 1, 0.01, 0.02
launched, 1, 0.01, 0.02
research, 1, 0.01, 0.02
skills, 1, 0.01, 0.03
annual, 1, 0.01, 0.02
understanding, 1, 0.01, 0.03
draws, 1, 0.01, 0.03
up, 1, 0.01, 0.01
they, 1, 0.01, 0.01
events, 1, 0.01, 0.02
train, 1, 0.01, 0.02
promoting, 1, 0.01, 0.03
based, 1, 0.01, 0.02
work, 1, 0.01, 0.01
european, 1, 0.01, 0.02
it, 1, 0.01, 0.0
countries, 1, 0.01, 0.02
community, 1, 0.01, 0.02
visitors, 1, 0.01, 0.03
atlantic, 1, 0.01, 0.03
charitysail, 1, 0.01, 0.03
peace, 1, 0.01, 0.03
millions, 1, 0.01, 0.03
sailing, 1, 0.01, 0.03
associations, 1, 0.01, 0.03
became, 1, 0.01, 0.02
hampshire, 1, 0.01, 0.03
scheme, 1, 0.01, 0.03
aim, 1, 0.01, 0.03
young, 1, 0.01, 0.02
united, 1, 0.01, 0.01
north, 1, 0.01, 0.01
attract, 1, 0.01, 0.03
association, 1, 0.01, 0.02
friendshipdoc, 1, 0.01, 0.03
prize, 1, 0.01, 0.02
internationalsail, 1, 0.01, 0.03
out, 1, 0.01, 0.02
into, 1, 0.01, 0.01
seminars, 1, 0.01, 0.03
are, 1, 0.01, 0.01
provider, 1, 0.01, 0.03
national, 1, 0.01, 0.02
europe, 1, 0.01, 0.02
conferences, 1, 0.01, 0.03
together, 1, 0.01, 0.02
organising, 1, 0.01, 0.03
committee, 1, 0.01, 0.02
was, 1, 0.01, 0.0
nobel, 1, 0.01, 0.03
services, 1, 0.01, 0.02
grew, 1, 0.01, 0.03
people, 1, 0.01, 0.02
kingdom, 1, 0.01, 0.02
nautical, 1, 0.01, 0.03
nominated, 1, 0.01, 0.02
institutesti, 1, 0.01, 0.03
runs, 1, 0.01, 0.03
first, 1, 0.01, 0.01
vessels, 1, 0.01, 0.02
publications, 1, 0.01, 0.03
